GCA944372465	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944372465
GCA944372485	Bacteria	Bacillota	Bacilli	RF39	UBA660	Pelethosoma	Pelethosoma sp944372485
GCA944372505	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944372505
GCA944372515	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	RGIG4074	RGIG4074 sp944372515
GCA944372525	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Gallimonas	Gallimonas sp944372525
GCA944372545	Bacteria	Bacillota	Bacilli	RF39	UBA660	SIG200	SIG200 sp944372545
GCA944372565	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	UMGS775	UMGS775 sp944372565
GCA944372575	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Gallimonas	Gallimonas sp944372575
GCA944372585	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944372585
GCA944372595	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	CALVZT01	CALVZT01 sp944372595
GCA944372665	Bacteria	Bacillota	Clostridia	Christensenellales	DTU072	Stercoripulliclostridium_A	Stercoripulliclostridium_A sp944372665
GCA944372675	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	CAKVOD01	CAKVOD01 sp944372675
GCA944372715	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccopulliclostridium	Caccopulliclostridium sp944372715
GCA944372725	Bacteria	Bacillota	Bacilli	RF39	UBA660	Caccenecus	Caccenecus sp944372725
GCA944372745	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	CAKVOD01	CAKVOD01 sp944372745
GCA944372795	Bacteria	Bacillota	Clostridia	Christensenellales	CAG-917	Limadaptatus	Limadaptatus sp944372795
GCA944373065	Bacteria	Bacillota	Bacilli	RF39	UBA660	Onthousia	Onthousia sp944373065
GCA944373095	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-605	CAG-605 sp944373095
GCA944373135	Bacteria	Bacillota	Bacilli	RF39	UBA660	CALWAM01	CALWAM01 sp944373135
GCA944373145	Bacteria	Bacillota	Bacilli	RF39	UBA660	UBA5578	UBA5578 sp944373145
GCA944375715	Bacteria	Bacillota	Clostridia	Oscillospirales	Butyricicoccaceae	RGIG1902	RGIG1902 sp944375715
GCA944375725	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Laedolimicola	Laedolimicola sp944375725
GCA944375745	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Laedolimicola	Laedolimicola sp944375745
GCA944375755	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter sp944375755
GCA944375765	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter sp944375765
GCA944375795	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Scatosoma	Scatosoma sp944375795
GCA944375815	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Egerieimonas_A	Egerieimonas_A sp944375815
GCA944375845	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lientehia	Lientehia sp944375845
GCA944375885	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Laedolimicola	Laedolimicola sp944375885
GCA944375905	Bacteria	Bacillota	Bacilli	RFN20	CAG-826	UBA4951	UBA4951 sp944375905
GCA944375955	Bacteria	Bacillota	Clostridia	Oscillospirales	CAG-382	UMGS1052	UMGS1052 sp944375955
GCA944375975	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia sp944375975
GCA944376015	Bacteria	Bacillota	Clostridia	Christensenellales	Pumilibacteraceae	Protoclostridium	Protoclostridium sp944376015
GCA944376035	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	UBA1259	UBA1259 sp944376035
GCA944376065	Bacteria	Bacillota	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	Butyricicoccus sp944376065
GCA944376125	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	UMGS1370	UMGS1370 sp944376125
GCA944376135	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster sp944376135
GCA944376145	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Borkfalkia	Borkfalkia sp944376145
GCA944376195	Bacteria	Bacillota	Clostridia	Oscillospirales	UMGS1384	Allobutyricicoccus	Allobutyricicoccus sp944376195
GCA944376205	Bacteria	Bacillota	Clostridia	Christensenellales	UBA3700	RACS-045	RACS-045 sp944376205
GCA944376225	Bacteria	Bacillota	Clostridia	Lachnospirales	Bianqueaceae	Faecimorpha	Faecimorpha sp944376225
GCA944376235	Bacteria	Bacillota	Clostridia	Oscillospirales	Feifaniaceae	Galloscillospira_B	Galloscillospira_B sp944376235
GCA944376265	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacter	Acutalibacter sp944376265
GCA944376295	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Gallimonas	Gallimonas sp944376295
GCA944376335	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Gallimonas	Gallimonas sp944376335
GCA944376425	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	JAGZHZ01	JAGZHZ01 sp944376425
GCA944376445	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Borkfalkia	Borkfalkia sp944376445
GCA944376455	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	RGIG4074	RGIG4074 sp944376455
GCA944376495	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944376495
GCA944376605	Bacteria	Bacillota	Bacilli	RFN20	CAG-826	UBA4951	UBA4951 sp944376605
GCA944376655	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	UBA737	UBA737 sp944376655
GCA944376685	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter sp944376685
GCA944376695	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter sp944376695
GCA944376715	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Hominiventricola	Hominiventricola sp944376715
GCA944376745	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	14-2	14-2 sp944376745
GCA944376785	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	UBA6345	UBA6345 sp944376785
GCA944376795	Bacteria	Bacillota	Clostridia	Christensenellales	UMGS416	CALWDW01	CALWDW01 sp944376795
GCA944376805	Bacteria	Bacillota	Clostridia	Lachnospirales	CAG-274	Tyzzerella	Tyzzerella sp944376805
GCA944376825	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	UBA5893	UBA5893 sp944376825
GCA944376845	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	UBA5893	UBA5893 sp944376845
GCA944376905	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	UBA5489	UBA5489 sp944376905
GCA944376945	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Pseudolachnospira	Pseudolachnospira sp944376945
GCA944376955	Bacteria	Bacillota	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum sp944376955
GCA944376975	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Onthocola_A	Onthocola_A sp944376975
GCA944377145	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Onthoplasma	Onthoplasma sp944377145
GCA944377165	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Onthoplasma	Onthoplasma sp944377165
GCA944377305	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Onthoplasma	Onthoplasma sp944377305
GCA944377315	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944377315
GCA944377325	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium_A	Lachnoclostridium_A sp944377325
GCA944377365	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944377365
GCA944377385	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Avilachnospira	Avilachnospira sp944377385
GCA944377405	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Avilachnospira	Avilachnospira sp944377405
GCA944377415	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	UBA7867	UBA7867 sp944377415
GCA944377425	Bacteria	Bacillota	Clostridia	Lachnospirales	Anaerotignaceae	Neoanaerotignum_A	Neoanaerotignum_A sp944377425
GCA944377435	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	UBA5893	UBA5893 sp944377435
GCA944377455	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944377455
GCA944377465	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Onthoplasma	Onthoplasma sp944377465
GCA944377485	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Onthoplasma	Onthoplasma sp944377485
GCA944377705	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter sp944377705
GCA944377745	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter sp944377745
GCA944377765	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944377765
GCA944377775	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter sp944377775
GCA944377825	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944377825
GCA944378105	Bacteria	Bacillota	Clostridia	Lachnospirales	Anaerotignaceae	Neoanaerotignum	Neoanaerotignum sp944378105
GCA944378225	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Laedolimicola	Laedolimicola sp944378225
GCA944379995	Bacteria	Bacillota	Clostridia	Lachnospirales	Anaerotignaceae	Fimicola	Fimicola sp944379995
GCA944380025	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	Eisenbergiella sp944380025
GCA944380045	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A sp944380045
GCA944380055	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Fimimorpha	Fimimorpha sp944380055
GCA944380065	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_I	Eubacterium_I sp944380065
GCA944380095	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Gallintestinimicrobium	Gallintestinimicrobium sp944380095
GCA944380155	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Caccomorpha	Caccomorpha sp944380155
GCA944380185	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	RGIG7193	RGIG7193 sp944380185
GCA944380235	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia sp944380235
GCA944380265	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	UBA6345	UBA6345 sp944380265
GCA944380275	Bacteria	Bacillota	Clostridia	Christensenellales	UBA3700	Ornithoclostridium	Ornithoclostridium sp944380275
GCA944380295	Bacteria	Bacillota	Clostridia	Christensenellales	UBA3700	CALWHE01	CALWHE01 sp944380295
GCA944380305	Bacteria	Bacillota	Clostridia	Christensenellales	UBA3700	Ornithoclostridium	Ornithoclostridium sp944380305
GCA944380315	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Avilachnospira	Avilachnospira sp944380315
GCA944380355	Bacteria	Bacillota	Clostridia	Christensenellales	UBA3700	RACS-045	RACS-045 sp944380355
GCA944380395	Bacteria	Bacillota	Clostridia	Christensenellales	UBA3700	Alloclostridium	Alloclostridium sp944380395
GCA944380405	Bacteria	Bacillota	Clostridia	Lachnospirales	Anaerotignaceae	HGM11808	HGM11808 sp944380405
GCA944380415	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	UMGS687	UMGS687 sp944380415
GCA944380455	Bacteria	Bacillota	Clostridia	Lachnospirales	Anaerotignaceae	Neoanaerotignum_A	Neoanaerotignum_A sp944380455
GCA944380515	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia sp944380515
GCA944380545	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R sp944380545
GCA944380605	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	UBA3402	UBA3402 sp944380605
GCA944380635	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R sp944380635
GCA944380675	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	Caccousia	Caccousia sp944380675
GCA944380695	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944380695
GCA944380725	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-557	CAG-557 sp944380725
GCA944380765	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	Fimenecus	Fimenecus sp944380765
GCA944380775	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	CALWKP01	CALWKP01 sp944380775
GCA944380795	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	Heritagella	Heritagella sp944380795
GCA944380825	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	Gallacutalibacter	Gallacutalibacter sp944380825
GCA944380845	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	RGIG2774	RGIG2774 sp944380845
GCA944380855	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	Limousia	Limousia sp944380855
GCA944380875	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	UMGS1264	UMGS1264 sp944380875
GCA944380885	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	UBA737	UBA737 sp944380885
GCA944380895	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	UMGS1491	UMGS1491 sp944380895
GCA944380925	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	UMGS1491	UMGS1491 sp944380925
GCA944380935	Bacteria	Bacillota	Clostridia	Oscillospirales	UMGS1384	CALWJF01	CALWJF01 sp944380935
GCA944380945	Bacteria	Bacillota	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum sp944380945
GCA944381055	Bacteria	Bacillota	Clostridia	Oscillospirales	Butyricicoccaceae	Ventrousia	Ventrousia sp944381055
GCA944381075	Bacteria	Bacillota	Clostridia	Oscillospirales	CAG-272	QALR01	QALR01 sp944381075
GCA944381085	Bacteria	Bacillota	Clostridia	Oscillospirales	CAG-272	CAG-448	CAG-448 sp944381085
GCA944381095	Bacteria	Bacillota	Clostridia	Oscillospirales	CAG-272	SIG673	SIG673 sp944381095
GCA944381105	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944381105
GCA944381115	Bacteria	Bacillota	Clostridia	Oscillospirales	CAG-272	SIG673	SIG673 sp944381115
GCA944381125	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter sp944381125
GCA944381135	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944381135
GCA944381145	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	UBA11490	UBA11490 sp944381145
GCA944381155	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Onthoplasma	Onthoplasma sp944381155
GCA944381165	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira sp944381165
GCA944381175	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	Caccovivens	Caccovivens sp944381175
GCA944381185	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	RGIG1681	RGIG1681 sp944381185
GCA944381195	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	UBA7584	UBA7584 sp944381195
GCA944381205	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	UBA7862	UBA7862 sp944381205
GCA944381215	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	UBA7867	UBA7867 sp944381215
GCA944381225	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	UBA5893	UBA5893 sp944381225
GCA944381235	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	UBA7862	UBA7862 sp944381235
GCA944381245	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	UMGS687	UMGS687 sp944381245
GCA944381255	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	UBA7867	UBA7867 sp944381255
GCA944381265	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1750	Spyradocola	Spyradocola sp944381265
GCA944381275	Bacteria	Bacillota	Clostridia	Christensenellales	UBA3700	Alloclostridium	Alloclostridium sp944381275
GCA944381295	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	CALWKP01	CALWKP01 sp944381295
GCA944381315	Bacteria	Bacillota	Clostridia	Christensenellales	UBA3700	Ornithoclostridium	Ornithoclostridium sp944381315
GCA944381325	Bacteria	Bacillota	Clostridia	Christensenellales	UBA3700	Ornithoclostridium	Ornithoclostridium sp944381325
GCA944381345	Bacteria	Bacillota	Clostridia	Christensenellales	UBA3700	Ornithoclostridium	Ornithoclostridium sp944381345
GCA944381355	Bacteria	Bacillota	Clostridia	Christensenellales	UBA3700	Ornithoclostridium	Ornithoclostridium sp944381355
GCA944381365	Bacteria	Bacillota	Clostridia	Christensenellales	UBA3700	RACS-045	RACS-045 sp944381365
GCA944381375	Bacteria	Bacillota	Clostridia	Eubacteriales	Anaerofustaceae	CALWKX01	CALWKX01 sp944381375
GCA944381385	Bacteria	Bacillota	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum sp944381385
GCA944381395	Bacteria	Bacillota	Clostridia	Lachnospirales	Anaerotignaceae	CALWRB01	CALWRB01 sp944381395
GCA944381405	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Avilachnospira	Avilachnospira sp944381405
GCA944381435	Bacteria	Bacillota	Clostridia	Lachnospirales	CAG-274	Tyzzerella	Tyzzerella sp944381435
GCA944381455	Bacteria	Bacillota	Clostridia	Lachnospirales	Anaerotignaceae	Neoanaerotignum	Neoanaerotignum sp944381455
GCA944381475	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	UBA4292	UBA4292 sp944381475
GCA944381485	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Avilachnospira	Avilachnospira sp944381485
GCA944381495	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter sp944381495
GCA944381505	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Avilachnospira	Avilachnospira sp944381505
GCA944381515	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	RGIG7193	RGIG7193 sp944381515
GCA944381535	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	14-2	14-2 sp944381535
GCA944381545	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	Acetatifactor sp944381545
GCA944381555	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter sp944381555
GCA944381575	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Avilachnospira	Avilachnospira sp944381575
GCA944381595	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	CAG-303	CAG-303 sp944381595
GCA944381615	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Otoolea	Otoolea sp944381615
GCA944381625	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Hominiventricola	Hominiventricola sp944381625
GCA944381635	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	CALWLY01	CALWLY01 sp944381635
GCA944381745	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	JAGTTR01	JAGTTR01 sp944381745
GCA944381825	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	CAJKWP01	CAJKWP01 sp944381825
GCA944381935	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter sp944381935
GCA944381965	Bacteria	Bacillota	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	Butyricicoccus sp944381965
GCA944382025	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	UMGS1623	UMGS1623 sp944382025
GCA944382045	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster sp944382045
GCA944382105	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Butyrivibrio_A	Butyrivibrio_A sp944382105
GCA944382125	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Avilachnospira	Avilachnospira sp944382125
GCA944382505	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_G	Eubacterium_G sp944382505
GCA944382705	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Fournierella	Fournierella sp944382705
GCA944382715	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	RGIG1681	RGIG1681 sp944382715
GCA944382775	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Fournierella	Fournierella sp944382775
GCA944382785	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger sp944382785
GCA944382805	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger sp944382805
GCA944382835	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger sp944382835
GCA944382845	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	JAAZZIT01	JAAZZIT01 sp944382845
GCA944382875	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Merdivicinus	Merdivicinus sp944382875
GCA944382885	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Massiliimalia	Massiliimalia sp944382885
GCA944382895	Bacteria	Bacillota	Clostridia	Oscillospirales	UBA644	QAKR01	QAKR01 sp944382895
GCA944382905	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	UBA3818	UBA3818 sp944382905
GCA944382925	Bacteria	Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae	Fimisoma	Fimisoma sp944382925
GCA944382965	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia	Faecousia sp944382965
GCA944382995	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	Oscillibacter sp944382995
GCA944383015	Bacteria	Bacillota	Clostridia	TANB77	CAG-465	CAG-465	CAG-465 sp944383015
GCA944383035	Bacteria	Bacillota	Clostridia	TANB77	CAG-465	CAG-465	CAG-465 sp944383035
GCA944383125	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	Flavonifractor sp944383125
GCA944383135	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	Flavonifractor sp944383135
GCA944383165	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter sp944383165
GCA944383185	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	CALWOS01	CALWOS01 sp944383185
